Country,LOCATION,Year,"Passenger car registrations sa, Index","Permits issued for dwellings sa, Index","Production in total manufacturing sa, Index","Production of electricity, gas, steam and air conditioning supply sa, index","Production of total construction sa, Index","Production of total energy sa, Index","Production of total industry sa, Index","Production of total manufactured intermediate goods sa, Index","Production of total manufactured investment goods sa, Index","Total retail trade (Volume) sa, Index","Work started for dwellings sa, Index"
Australia,AUS,2000,107.3669,57.15109,98.49372,,47.84125,,70.86642,,,57.69667,62.9238
Australia,AUS,2001,102.6701,61.87128,98.55775,,45.79744,,71.85328,,,60.15889,60.99082
Australia,AUS,2002,104.762,74.1684,103.1726,,55.03091,,73.78157,,,63.93376,76.70287
Australia,AUS,2003,114.1226,74.69143,106.2267,,59.85573,,73.77186,,,67.94049,74.74987
Australia,AUS,2004,114.4085,70.9297,106.6792,,64.27033,,74.51447,,,72.94405,73.88593
Australia,AUS,2005,118.0578,65.89158,105.5942,,68.05145,,76.00729,,,74.09361,67.92017
Australia,AUS,2006,116.0391,64.41245,106.1514,,71.92107,,77.42795,,,76.90704,67.96466
Australia,AUS,2007,123.5187,66.9207,108.1794,,76.67851,,80.32355,,,81.12333,68.20979
Australia,AUS,2008,115.7234,62.3713,111.583,,82.62894,,82.84937,,,82.73887,65.63085
Australia,AUS,2009,104.8245,62.1703,103.4823,,81.98687,,82.32095,,,85.2216,62.67289
Australia,AUS,2010,114.8229,76.04462,106.7302,,84.28962,,85.86167,,,86.77318,77.17087
Australia,AUS,2011,108.5012,64.22912,107.0426,,90.77512,,86.74606,,,87.64942,68.38506
Australia,AUS,2012,111.8623,65.07814,105.1123,,98.3446,,90.12704,,,90.46329,67.73066
Australia,AUS,2013,109.8454,75.76151,102.9208,,100.2391,,92.64716,,,92.83257,75.55553
Australia,AUS,2014,103.087,87.7058,101.5236,,103.7481,,97.60358,,,96.35315,89.83508
Australia,AUS,2015,100.0,100.0,100.0,,100.0,,100.0,,,100.0,100.0
Australia,AUS,2016,94.29378,97.61552,98.25407,,97.04064,,102.2292,,,102.8296,103.0576
Australia,AUS,2017,87.26524,94.07491,98.99553,,98.79115,,103.6494,,,104.9778,95.55038
Australia,AUS,2018,73.39315,88.60784,100.4802,,101.374,,107.8284,,,107.2373,99.02795
Australia,AUS,2019,61.56437,73.87622,98.56467,,99.26347,,110.2222,,,107.6089,77.49963
Australia,AUS,2020,43.06076,77.9142,97.44599,,93.38305,,109.3738,,,110.4999,80.85131
Austria,AUT,2000,,,71.23725,65.23333,76.67694,,70.08801,73.29593,83.3777,95.29883,
Austria,AUT,2001,,,72.71862,74.09167,76.09366,,72.21729,73.73276,84.24847,93.17329,
Austria,AUT,2002,,,72.58018,79.98333,76.66028,,72.70339,73.51434,78.57211,92.8232,
Austria,AUT,2003,,,74.26921,79.75,86.0345,,74.18224,75.82532,75.0563,92.7982,
Austria,AUT,2004,,,79.67551,79.93333,91.02575,,78.80366,80.60931,79.12207,93.33167,
Austria,AUT,2005,,,83.07436,83.9,95.26706,,82.1927,84.57602,78.57211,95.53222,
Austria,AUT,2006,,,89.47748,90.225,100.2583,,88.56682,90.34641,86.3501,96.72418,
Austria,AUT,2007,,,95.16068,91.525,104.0913,,93.53741,96.25066,93.09364,97.26598,
Austria,AUT,2008,,,96.07442,101.2417,104.0747,,95.34489,96.15203,95.07742,96.79086,
Austria,AUT,2009,,,83.89119,97.16666,101.8582,,84.71906,82.1664,78.55247,98.13287,
Austria,AUT,2010,,,89.72556,102.425,98.00017,,90.61674,90.8375,82.61169,100.175,
Austria,AUT,2011,,,95.70079,104.45,99.53337,,95.99155,96.64546,91.4236,98.99142,
Austria,AUT,2012,,,95.7681,120.1333,102.6914,,97.53906,95.53991,94.17732,98.33292,
Austria,AUT,2013,,,96.57576,114.5917,103.3747,,97.94671,95.66106,96.57995,98.09953,
Austria,AUT,2014,,,97.67508,101.175,101.4415,,97.91651,98.31895,96.09805,98.44962,
Austria,AUT,2015,,,100.0,99.99167,100.0,,100.0,100.0,100.0,100.0,
Austria,AUT,2016,,,102.6002,96.9,102.4081,,102.5167,103.7417,102.0668,101.3503,
Austria,AUT,2017,,,108.1257,108.2833,108.3993,,107.7167,109.4917,109.0341,102.1005,
Austria,AUT,2018,,,112.6844,122.2167,115.9153,,112.825,113.9083,115.7263,102.4256,
Austria,AUT,2019,,,112.7177,123.6917,122.8731,,113.2167,112.6667,118.6349,103.6509,
Austria,AUT,2020,,,104.7587,132.35,118.0985,,106.9083,107.5083,103.9087,103.4008,
Belgium,BEL,2000,102.8216,92.9235,66.91666,118.8,98.14985,,71.23573,81.27344,54.15833,86.53942,87.88017
Belgium,BEL,2001,97.52867,89.38091,70.525,113.425,97.83315,,74.3688,80.19002,60.08333,86.44774,90.52481
Belgium,BEL,2002,93.31485,91.28429,70.59167,115.775,96.36636,,74.61045,80.39837,58.25834,86.20603,82.74913
Belgium,BEL,2003,91.56399,97.65055,71.55,119.35,96.49137,,75.76868,81.43179,57.725,86.32272,94.35738
Belgium,BEL,2004,96.74514,113.0985,77.20834,119.625,100.1667,,81.14323,88.90741,61.35833,88.53143,104.407
Belgium,BEL,2005,95.81332,128.5897,79.98333,120.4167,100.1167,,83.87634,92.37437,66.89167,91.00684,117.9576
Belgium,BEL,2006,105.0043,132.4311,85.4,119.8917,103.467,,88.94259,101.3501,70.30833,94.50742,125.5815
Belgium,BEL,2007,104.7357,117.1391,92.69167,123.0417,105.6088,,95.98367,109.4091,83.01667,96.3994,118.3196
Belgium,BEL,2008,106.9614,114.9953,97.03333,121.0583,106.9839,,99.88335,113.3844,87.175,96.8328,109.9651
Belgium,BEL,2009,95.03619,99.32007,84.13333,129.9917,102.9086,,88.65928,88.40736,77.48333,97.79964,98.22896
Belgium,BEL,2010,109.2351,109.4498,92.94167,132.45,101.6751,,96.99192,101.0834,82.30833,98.93316,104.2553
Belgium,BEL,2011,114.1987,96.05682,98.40833,127.2583,106.9422,,101.5082,104.7504,92.55833,98.28305,89.95903
Belgium,BEL,2012,97.1403,101.3685,97.81667,116.6417,106.0755,,99.81668,103.0003,92.50833,97.92465,98.5888
Belgium,BEL,2013,97.00618,106.4096,97.04166,118.5667,102.5585,,99.31673,99.08326,91.68333,98.79147,96.89146
Belgium,BEL,2014,96.38232,118.8866,100.5417,102.9667,102.0502,,100.6666,98.90824,97.85,99.08318,114.0318
Belgium,BEL,2015,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0
Belgium,BEL,2016,107.6744,110.3874,102.6583,122.2667,100.6667,,104.4746,99.56663,101.9583,100.1,
Belgium,BEL,2017,109.079,108.209,105.5917,123.05,101.1168,,107.2411,103.5586,104.675,100.0,
Belgium,BEL,2018,109.6925,135.6749,108.5833,107.3167,103.0503,,108.6993,104.167,104.1083,100.1167,
Belgium,BEL,2019,109.7678,120.9393,111.7833,133.1583,102.3919,,113.9572,101.5335,106.125,100.9585,
Belgium,BEL,2020,86.1146,119.744,107.8083,128.9417,94.54955,,109.9492,96.64139,94.175,103.0088,
Brazil,BRA,2000,,,88.63125,,95.38996,,83.80452,,,52.72481,
Brazil,BRA,2001,,,89.83314,,93.17424,,85.12657,,,51.89568,
Brazil,BRA,2002,,,90.3809,,89.85178,,87.50023,,,51.53388,
Brazil,BRA,2003,,,90.45969,,84.41618,,87.78233,,,49.63443,
Brazil,BRA,2004,,,98.22346,,89.25423,,95.12389,,,54.21723,
Brazil,BRA,2005,,,100.5902,,90.41413,,97.78783,,,56.83274,
Brazil,BRA,2006,,,103.0016,,94.44122,,100.3942,,,60.36783,
Brazil,BRA,2007,,,109.1371,,99.26954,,106.3708,,,66.20185,
Brazil,BRA,2008,,,112.4465,,107.6951,,109.6433,,,72.24693,
Brazil,BRA,2009,,,104.5428,,100.9237,,101.8236,,,76.483,
Brazil,BRA,2010,,,115.03,,112.9053,,112.2306,,,84.81947,
Brazil,BRA,2011,,,115.3777,,117.4454,,112.6883,,,90.46507,
Brazil,BRA,2012,,,112.5978,,119.8565,,110.0984,,,98.08547,
Brazil,BRA,2013,,,115.7471,,121.199,,112.3862,,,102.2688,
Brazil,BRA,2014,,,110.9214,,114.3038,,108.9982,,,104.5451,
Brazil,BRA,2015,,,100.0,,100.0,,100.0,,,100.0,
Brazil,BRA,2016,,,94.02398,,88.41035,,93.57005,,,93.75896,
Brazil,BRA,2017,,,96.12362,,85.65517,,95.9311,,,95.71785,
Brazil,BRA,2018,,,97.18681,,86.57111,,96.85647,,,97.93628,
Brazil,BRA,2019,,,97.3696,,87.83736,,95.8096,,,99.73985,
Brazil,BRA,2020,,,92.8947,,87.62236,,91.54239,,,100.9186,
Canada,CAN,2000,119.2117,38.12952,114.0625,,59.11898,,96.83224,,,65.2323,78.498
Canada,CAN,2001,121.9437,42.39776,109.7147,,62.98997,,93.7872,,,66.91016,84.1941
Canada,CAN,2002,131.2193,55.45808,111.6336,,66.37135,,95.56929,,,70.1526,106.0985
Canada,CAN,2003,121.5005,59.9277,110.0694,,68.18143,,95.65697,,,71.75845,113.1101
Canada,CAN,2004,115.1309,69.0412,112.2177,,71.87509,,97.75493,,,73.31364,120.9326
Canada,CAN,2005,118.6573,72.58318,114.3342,,75.16885,,99.97868,,,75.97505,116.3068
Canada,CAN,2006,121.1758,76.94991,112.3001,,77.98078,,99.77518,,,79.64867,118.0037
Canada,CAN,2007,120.5919,85.37489,108.7341,,82.26084,,98.354,,,83.34133,117.9652
Canada,CAN,2008,125.5759,76.62313,102.7022,,84.38604,,95.09732,,,85.70951,109.0562
Canada,CAN,2009,104.9625,65.05736,88.30619,,79.15147,,84.85164,,,84.20683,76.43074
Canada,CAN,2010,99.70406,81.48327,92.33416,,85.26424,,89.93976,,,88.01687,98.94967
Canada,CAN,2011,97.37071,83.37213,95.53223,,88.47181,,94.22417,,,89.47252,99.8914
Canada,CAN,2012,-0.01610166,90.73734,96.78079,,95.35043,,94.09346,,,90.9031,111.2674
Canada,CAN,2013,-0.01591077,90.73948,96.38434,,99.41006,,95.71469,,,93.92963,97.12492
Canada,CAN,2014,0.03169953,95.57943,99.32127,,101.9443,,100.4259,,,97.88969,97.68084
Canada,CAN,2015,-0.002210979,100.0,100.0,,100.0,,100.0,,,100.0,100.0
Canada,CAN,2016,0.003543199,103.3545,99.82556,,95.61396,,100.0519,,,103.9251,102.361
Canada,CAN,2017,0.002538882,111.8877,101.977,,98.90773,,104.865,,,108.6692,113.6252
Canada,CAN,2018,-0.004098515,117.7946,105.119,,101.8087,,108.935,,,110.5928,110.3171
Canada,CAN,2019,,116.4249,104.7812,,102.5046,,108.7389,,,111.2915,107.696
Canada,CAN,2020,,125.9077,94.90742,,100.8097,,100.1988,,,110.025,112.6183
Chile,CHL,2000,38.5339,45.21924,69.99388,,54.34395,,70.09101,,,,
Chile,CHL,2001,34.84048,48.08327,70.46458,,57.68497,,71.36209,,,,
Chile,CHL,2002,36.32331,43.38527,72.81929,,51.814,,72.65739,,,,
Chile,CHL,2003,42.35027,53.17662,76.28011,,62.72789,66.84773,76.42826,,,,
Chile,CHL,2004,52.64676,63.42565,82.68719,,72.27759,71.56538,83.11656,,,,
Chile,CHL,2005,64.6089,63.31532,87.15721,,75.68335,74.00515,87.64403,,,49.584,
Chile,CHL,2006,67.54691,74.63935,90.281,,85.50201,78.06435,90.47672,,,52.78792,
Chile,CHL,2007,80.69354,71.68721,94.43054,,87.04204,78.73238,94.21128,,,56.88394,
Chile,CHL,2008,84.97796,69.45283,94.21333,,83.81339,77.25793,94.41102,,,59.9292,
Chile,CHL,2009,60.95836,63.37833,88.03328,,73.2411,79.42846,88.06773,,,60.29901,
Chile,CHL,2010,102.8459,44.41681,90.85569,,60.13878,82.59684,88.51563,,,69.97897,
Chile,CHL,2011,118.3608,71.07004,97.70457,,88.54648,87.07471,93.31547,,,77.67227,
Chile,CHL,2012,120.0519,61.16866,100.4794,,87.13741,91.94856,100.2939,,,86.01826,
Chile,CHL,2013,134.0174,64.15184,100.9336,,77.70823,95.33038,100.4629,,,94.46426,
Chile,CHL,2014,119.6158,85.16235,99.34424,,96.84364,97.58359,99.27512,,,96.78017,
Chile,CHL,2015,100.0,100.0,100.0,,100.0,100.0,100.0,,,100.0,
Chile,CHL,2016,108.2585,68.15476,99.48174,,79.33367,102.8963,100.0842,,,102.8669,
Chile,CHL,2017,127.8735,73.33777,99.24016,,79.30711,104.1196,99.11184,,,106.0959,
Chile,CHL,2018,147.7643,84.15871,102.3309,,86.51984,105.3148,101.9353,,,108.057,
Chile,CHL,2019,132.1176,89.15524,103.224,,90.15916,105.1114,102.7743,,,107.8524,
Chile,CHL,2020,91.70895,66.65021,100.0906,,65.80602,102.424,100.4233,,,108.2685,
Colombia,COL,2000,,29.88259,71.24858,,,,77.51415,,,,
Colombia,COL,2001,,33.33416,72.11479,,,,72.1235,80.22488,56.80222,,
Colombia,COL,2002,,44.17049,72.10584,,,,71.90094,79.26773,57.56956,,
Colombia,COL,2003,,52.09403,73.446,,,,73.40303,83.03957,56.3556,,
Colombia,COL,2004,,47.84614,77.77003,,,,77.34447,88.29388,69.70078,,
Colombia,COL,2005,,51.22115,80.80512,,,,80.42934,90.71771,81.01768,,
Colombia,COL,2006,,62.48987,89.0872,,,,89.09431,95.24571,96.77223,,
Colombia,COL,2007,,72.36504,97.7506,,,,97.73622,100.7091,116.0841,,
Colombia,COL,2008,,62.12762,94.5369,,,,94.25143,100.4105,94.7243,,
Colombia,COL,2009,,50.49669,89.75491,,,,89.7886,96.5244,81.54856,,
Colombia,COL,2010,,71.80379,93.54453,,,,93.35143,101.7066,95.90761,,
Colombia,COL,2011,,101.7919,98.1432,,,,97.76548,103.519,105.7006,,
Colombia,COL,2012,,81.62857,97.80636,,,,97.55001,100.9006,105.6084,,
Colombia,COL,2013,,91.52124,96.52831,,,,96.27403,97.6303,99.07953,87.43193,
Colombia,COL,2014,,91.01884,98.00392,,,,97.89849,96.49327,103.2676,94.16265,
Colombia,COL,2015,,100.0,100.0,,,,100.0,100.0,100.0,100.0,
Colombia,COL,2016,,81.13577,104.0472,,,,103.4981,102.6745,99.03531,101.9246,
Colombia,COL,2017,,77.31875,103.5215,,,,103.507,101.8993,91.35995,101.7212,
Colombia,COL,2018,,72.48351,106.5521,,,,106.5386,104.5215,96.31679,106.6167,
Colombia,COL,2019,,90.41749,108.1273,,,,107.9121,,,114.0469,
Colombia,COL,2020,,65.60357,99.37045,,,,99.15141,,,108.8463,
Costa Rica,CRI,2000,,,82.82552,,41.68834,65.53202,,,,,
Costa Rica,CRI,2001,,,81.6508,,48.27649,68.17039,,,,,
Costa Rica,CRI,2002,,,85.53993,,48.2116,71.15235,,,,,
Costa Rica,CRI,2003,,,89.26969,,50.57899,74.69794,,,,,
Costa Rica,CRI,2004,,,91.62409,,54.07845,78.00499,,,,,
Costa Rica,CRI,2005,,,95.80121,,53.75397,80.82047,,,,,
Costa Rica,CRI,2006,,,100.9049,,62.03165,85.03352,,,,,
Costa Rica,CRI,2007,,,103.6488,,76.51072,88.35029,,,,,
Costa Rica,CRI,2008,,,100.4474,,86.08968,90.07905,,,,,
Costa Rica,CRI,2009,,,91.51405,,82.146,89.3489,,,,,
Costa Rica,CRI,2010,,,95.91716,,79.22643,91.59106,,,,,
Costa Rica,CRI,2011,,,99.67117,,78.05386,92.74949,,,,,
Costa Rica,CRI,2012,,,98.64365,,85.63527,95.30065,,,,,
Costa Rica,CRI,2013,,,97.27329,,80.69133,95.54131,,,,,
Costa Rica,CRI,2014,,,98.71722,,83.26079,97.40669,,,,,
Costa Rica,CRI,2015,,,100.0,,100.0,100.0,,,,,
Costa Rica,CRI,2016,,,104.3968,,96.11826,103.4227,,,,,
Costa Rica,CRI,2017,,,107.3816,,89.67076,103.5127,,,,,
Costa Rica,CRI,2018,,,108.6124,,94.47587,104.8775,,,,,
Costa Rica,CRI,2019,,,110.8709,,79.43121,106.0036,,,,,
Costa Rica,CRI,2020,,,110.7322,,75.81303,102.5084,,,,,
Czech Republic,CZE,2000,,123.919,53.38722,97.00075,72.93333,,60.47326,,,63.11974,122.7424
Czech Republic,CZE,2001,,108.098,58.27848,98.30042,80.53333,,64.98917,,,67.54437,109.8757
Czech Republic,CZE,2002,,125.9935,59.62836,101.6246,82.96667,,66.33061,,,68.32764,127.3334
Czech Republic,CZE,2003,66.26656,141.3397,61.59487,110.0142,90.7,,68.74687,,,73.72719,138.3577
Czech Republic,CZE,2004,62.21254,151.887,69.48588,111.1722,98.70834,,75.91235,,,75.91034,147.9908
Czech Republic,CZE,2005,65.71124,156.211,73.05225,109.0061,103.8,,78.87019,,,80.47662,153.0859
Czech Republic,CZE,2006,67.87145,167.2082,79.97667,112.2886,110.075,,85.40244,,,86.44279,165.8465
Czech Republic,CZE,2007,75.56886,169.2827,89.89251,114.5714,117.8667,,94.49258,,,92.24231,166.0323
Czech Republic,CZE,2008,79.07666,169.0327,88.56762,109.2477,117.8,,92.78454,,,95.06708,165.0277
Czech Republic,CZE,2009,72.64584,141.2397,75.06041,105.157,116.7083,,80.13664,,,93.96717,141.4778
Czech Republic,CZE,2010,73.45673,107.7481,82.56812,110.1475,108.0167,,87.05215,,,93.23389,106.6609
Czech Republic,CZE,2011,75.1959,106.3484,88.80093,108.5229,104.1667,,92.18464,,,93.33389,104.3862
Czech Republic,CZE,2012,75.36613,89.97751,88.18432,108.173,96.24167,,91.40977,,,92.30898,90.42763
Czech Republic,CZE,2013,71.36279,84.004,88.8426,106.0068,89.775,,91.34311,,,92.17565,83.81227
Czech Republic,CZE,2014,83.30438,90.90228,94.76711,102.8493,93.61667,,95.86736,,,94.49213,92.31557
Czech Republic,CZE,2015,100.0,100.0,100.0,100.0,100.0,,100.0,,,99.99167,100.0
Czech Republic,CZE,2016,112.4909,104.2239,104.0663,100.8664,94.39167,,103.4078,,,104.7163,103.2072
Czech Republic,CZE,2017,117.6464,122.9693,111.3074,105.2237,97.48333,,110.115,,,110.9241,119.4973
Czech Republic,CZE,2018,113.2463,127.1432,115.0154,107.4648,106.45,,113.4728,,,116.4903,125.563
Czech Republic,CZE,2019,108.2553,152.3619,114.9488,106.715,109.35,,113.2395,,,122.0898,146.626
Czech Republic,CZE,2020,87.92066,139.4401,106.8578,100.0167,102.5417,,105.1241,,,121.0899,133.6492
Denmark,DNK,2000,54.98761,70.65,97.10833,120.7,88.075,,109.8333,106.4333,87.48333,92.71137,78.56662
Denmark,DNK,2001,46.51007,84.15,100.2,126.65,92.475,,112.4417,104.9917,94.0,92.91962,100.0577
Denmark,DNK,2002,54.00286,100.775,100.8833,124.8167,90.625,,113.9667,106.6667,94.85833,95.46855,110.1134
Denmark,DNK,2003,46.69735,112.3,98.79166,152.9417,89.125,,113.975,106.9083,91.9,98.15077,130.5566
Denmark,DNK,2004,59.29921,121.175,97.00833,135.25,93.775,,112.375,108.7833,91.83334,102.9404,136.6324
Denmark,DNK,2005,71.89768,149.625,100.85,121.2833,98.625,,115.7,109.7667,92.58334,107.8967,163.906
Denmark,DNK,2006,75.83716,150.425,105.1917,150.025,104.525,,119.6333,116.4083,100.7917,111.7368,171.6208
Denmark,DNK,2007,78.62542,93.375,104.55,129.5167,107.225,,115.4333,117.4083,103.2583,113.586,121.4238
Denmark,DNK,2008,72.90662,64.275,102.85,119.225,107.375,,112.7667,116.2083,105.1833,111.262,81.41704
Denmark,DNK,2009,54.31789,34.25,85.425,118.8667,94.825,,96.56667,88.875,85.53333,106.9804,53.53778
Denmark,DNK,2010,74.33463,66.575,88.275,127.3417,88.7,,98.625,90.70834,87.575,105.2561,79.30686
Denmark,DNK,2011,82.16422,73.2,92.15,116.3333,91.525,,99.75,93.36667,92.86667,102.349,90.42011
Denmark,DNK,2012,81.74903,53.3,94.25,102.8167,92.45,,99.56667,92.98333,92.50833,99.00874,73.56758
Denmark,DNK,2013,87.41411,50.9,96.025,114.9417,91.7,,99.25833,91.40833,93.975,97.74261,55.30186
Denmark,DNK,2014,91.17212,71.175,98.75833,109.4417,95.725,,99.93333,96.33334,93.40833,99.00874,82.86868
Denmark,DNK,2015,100.0,99.975,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0385
Denmark,DNK,2016,107.6559,130.45,105.3083,104.425,104.65,,104.1833,102.4667,108.5917,101.3161,143.1984
Denmark,DNK,2017,107.171,130.325,108.3,104.15,109.025,,106.275,105.675,107.2083,102.0325,140.7374
Denmark,DNK,2018,105.7217,175.225,112.6833,102.675,112.65,,108.4167,109.2417,116.25,103.7068,176.5478
Denmark,DNK,2019,109.1777,158.175,117.575,100.5,114.775,,111.325,112.3333,119.475,104.3482,195.3278
Denmark,DNK,2020,96.28844,153.9,113.2417,98.55,118.175,,105.1917,111.1833,111.925,107.8634,174.7212
Estonia,EST,2000,,19.25,42.80477,89.575,47.65,,45.51213,43.50471,,48.75834,
Estonia,EST,2001,,25.6,47.02942,90.56667,49.5,,49.52913,48.03766,,55.04167,
Estonia,EST,2002,,56.475,51.26239,91.10833,60.8,,53.67947,54.13715,,62.15,
Estonia,EST,2003,74.13285,61.2,56.68694,104.0583,64.5,,59.57996,61.6032,,61.55833,
Estonia,EST,2004,78.0956,169.075,63.26973,106.2333,72.625,,65.77215,70.29414,,68.56667,
Estonia,EST,2005,93.3194,163.75,70.75243,105.1917,88.8,,73.01442,82.52646,,78.575,
Estonia,EST,2006,120.5122,230.2,78.16849,101.2667,112.725,,80.24002,94.64211,,92.35833,
Estonia,EST,2007,146.8783,159.725,82.85143,117.3833,128.05,,85.37378,97.85851,,102.1667,
Estonia,EST,2008,116.787,97.85,79.13507,103.8917,111.225,,81.01508,90.61745,,97.55833,
Estonia,EST,2009,47.25838,37.25,58.96175,91.325,78.075,,61.5718,61.80318,,79.68333,
Estonia,EST,2010,48.91666,46.175,72.63561,120.2833,71.325,,76.048,76.71027,,79.48333,
Estonia,EST,2011,81.10805,50.65,89.05924,117.2583,90.825,,91.19093,89.21757,,83.18333,
Estonia,EST,2012,92.29308,54.3,90.56745,113.625,105.95,,92.18268,88.05099,,87.78333,
Estonia,EST,2013,93.57597,54.55,94.01717,119.6667,105.775,,95.958,92.51729,,89.125,
Estonia,EST,2014,100.4229,70.525,98.60845,114.0333,103.625,,99.70831,96.44196,,95.5,
Estonia,EST,2015,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,,100.0,
Estonia,EST,2016,106.5713,107.75,103.2914,114.6917,104.6,,103.4086,105.7995,,104.125,
Estonia,EST,2017,121.7238,140.975,106.5161,121.8,127.05,,107.559,116.8069,,105.9167,
Estonia,EST,2018,120.6262,125.1,111.7074,121.8083,142.7,,112.7177,121.3482,,107.0083,
Estonia,EST,2019,126.3375,143.6,122.1232,95.1,150.95,,120.4934,129.1309,,111.6833,
Estonia,EST,2020,89.09056,158.075,118.4901,88.86667,141.825,,116.8764,130.2308,,115.6,
Euro area (19 countries),EA19,2000,121.8616,269.0224,93.61613,,117.1083,,95.24207,103.5586,84.475,91.79166,
Euro area (19 countries),EA19,2001,120.8943,242.9202,93.99117,,117.575,,95.74202,102.7419,85.4,94.05,
Euro area (19 countries),EA19,2002,115.5142,243.9287,93.42445,,117.2417,,95.40038,102.2919,83.725,94.94167,
Euro area (19 countries),EA19,2003,113.7419,272.0143,93.44112,,117.6417,,95.69202,102.7752,83.61667,95.43333,
Euro area (19 countries),EA19,2004,116.5192,300.325,95.48296,,117.4417,,97.77518,105.4171,86.2,96.80833,
Euro area (19 countries),EA19,2005,117.3067,329.0941,97.22477,,119.4333,,99.40839,106.4505,89.01667,98.625,
Euro area (19 countries),EA19,2006,120.8312,374.3812,101.6251,,124.1833,,103.458,111.8176,94.15833,100.875,
Euro area (19 countries),EA19,2007,120.0454,325.1854,105.9505,,127.775,,107.3577,116.1513,100.2583,102.3833,
Euro area (19 countries),EA19,2008,111.0856,188.374,103.9503,,124.4,,105.4662,112.1093,99.80833,101.3417,
Euro area (19 countries),EA19,2009,114.5601,126.5855,87.54063,,115.7333,,89.90084,90.3492,78.98333,98.66666,
Euro area (19 countries),EA19,2010,105.2345,121.4268,94.24119,,109.6917,,96.37531,99.04159,85.94167,99.2,
Euro area (19 countries),EA19,2011,103.8394,119.835,98.60822,,108.5417,,99.66669,103.0503,92.975,98.49167,
Euro area (19 countries),EA19,2012,92.25442,106.0088,96.06634,,102.6833,,97.23357,98.59155,92.10833,96.86667,
Euro area (19 countries),EA19,2013,86.96264,92.84107,95.28294,,100.2083,,96.48363,97.69147,91.51667,96.175,
Euro area (19 countries),EA19,2014,91.19822,93.36611,97.21644,,100.7083,,97.50021,98.67489,93.48333,97.325,
Euro area (19 countries),EA19,2015,100.0,100.0,100.0,,100.0,,100.0,100.0,100.0,100.0,
Euro area (19 countries),EA19,2016,107.0954,119.1016,101.7918,,102.6,,101.6249,101.8335,101.7667,101.625,
